,CONTROL,AGE1,METRO3,REGION,LMED,FMR,L30,L50,L80,IPOV,BEDRMS,BUILT,STATUS,TYPE,VALUE,VACANCY,TENURE,NUNITS,ROOMS,WEIGHT,PER,ZINC2,ZADEQ,ZSMHC,STRUCTURETYPE,OWNRENT,UTILITY,OTHERCOST,COST06,COST12,COST08,COSTMED,TOTSAL,ASSISTED,GLMED,GL30,GL50,GL80,APLMED,ABL30,ABL50,ABL80,ABLMED,BURDEN,INCRELAMIPCT,INCRELAMICAT,INCRELPOVPCT,INCRELPOVCAT,INCRELFMRPCT,INCRELFMRCAT,COST06RELAMIPCT,COST06RELAMICAT,COST06RELPOVPCT,COST06RELPOVCAT,COST06RELFMRPCT,COST06RELFMRCAT,COST08RELAMIPCT,COST08RELAMICAT,COST08RELPOVPCT,COST08RELPOVCAT,COST08RELFMRPCT,COST08RELFMRCAT,COST12RELAMIPCT,COST12RELAMICAT,COST12RELPOVPCT,COST12RELPOVCAT,COST12RELFMRPCT,COST12RELFMRCAT,COSTMedRELAMIPCT,COSTMedRELAMICAT,COSTMedRELPOVPCT,COSTMedRELPOVCAT,COSTMedRELFMRPCT,COSTMedRELFMRCAT,FMTZADEQ,FMTMETRO3,FMTBUILT,FMTSTRUCTURETYPE,FMTBEDRMS,FMTOWNRENT,FMTCOST06RELPOVCAT,FMTCOST08RELPOVCAT,FMTCOST12RELPOVCAT,FMTCOSTMEDRELPOVCAT,FMTINCRELPOVCAT,FMTCOST06RELFMRCAT,FMTCOST08RELFMRCAT,FMTCOST12RELFMRCAT,FMTCOSTMEDRELFMRCAT,FMTINCRELFMRCAT,FMTCOST06RELAMICAT,FMTCOST08RELAMICAT,FMTCOST12RELAMICAT,FMTCOSTMEDRELAMICAT,FMTINCRELAMICAT,FMTASSISTED,FMTBURDEN,FMTREGION,FMTSTATUS
24,'100027130103',59,'2','2',62258,973,15086,25142,40197,15470,3,2005,'1',1,260000,-6,'1',1,7,2703.3958034,2,186107,'1',880,1,'1',288.25,265.0,2281.1982289000002,3285.2034768000003,2595.2591029,2063.893625,150000,-9,62258,15086,25142,40197,49806.4,19611.8,32684.6,52256.1,64748.32,0.056741551900000006,373.66081467,7,1203.0187460000002,4,478.17831449,3,140.9270992,7,589.83793894,4,234.44997213,3,160.32904655,7,671.04307767,4,266.72755425,3,202.95219872,7,849.43852018,4,337.6365341,3,127.50252825,7,533.65058177,4,212.11650822,3,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
25,'100027770146',62,'3','2',61292,718,14823,24692,39484,15470,2,1990,'1',1,280000,-6,'1',1,6,4007.3881806000004,2,62688,'1',887,1,'1',315.0,72.25,2248.1173234000003,3329.3537443000005,2586.3367261999997,2014.0969807999998,0,-9,61292,14823,24692,39484,49033.6,16675.875,27778.5,44419.5,55162.8,0.16979326190000002,127.84702734,7,405.22301228,4,218.27298050000002,3,163.01691164,7,581.28437579,4,313.10826231,3,187.54209186,7,668.73606365,4,360.21402872,3,241.42021393,7,860.85423252,4,463.69829307,3,146.04747988,7,520.77491422,4,280.51489983,3,'1 Adequate','-5','1990-1999','1 Single Family','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
26,'100028130103',32,'1','3',56613,1349,20190,33623,53783,30834,4,2004,'1',1,110000,-6,'1',1,7,2807.2076001,6,69327,'1',1025,1,'1',310.83333333,51.25,1093.1383532,1517.9098043,1226.0102615,1001.2017901,69353,-9,56613,20190,33623,53783,65671.08,20190.0,33623.0,53783.0,65671.08,0.1774200528,105.56701671,6,224.83946293,4,128.47850259,3,66.582632918,4,141.80947697,2,81.03323597,2,74.675809289,4,159.04654102,3,90.88289558700001,2,92.455297174,5,196.91377107,3,112.52111225,3,60.98281252899999,3,129.88282935,2,74.21807191,2,'1 Adequate','Central City','2000-2009','1 Single Family','4 4BR+','1 Owner','2 100-150% Poverty','3 150-200% Poverty','3 150-200% Poverty','2 100-150% Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','3 GT FMR','2 50.1 - 100% FMR','3 GT FMR','4 60 - 80% AMI','4 60 - 80% AMI','5 80 - 100% AMI','3 50 - 60% AMI','6 100 - 120% AMI','.','1 Less than 30%','-5','-5'
27,'100028170140',-9,'1','3',56613,868,12190,20301,32462,-6,2,1980,'3',1,-6,1,'-6',24,5,1648.5075199999999,-6,-6,'-6',-6,4,'2',0.0,0.0,731.0,731.0,731.0,731.0,-9,-9,56613,12190,20301,32462,-9.0,15672.857143000001,26101.285713999998,41736.857143,50951.7,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,57.387682845,3,-9.0,-9,84.21658986199999,2,57.387682845,3,-9.0,-9,84.21658986199999,2,57.387682845,3,-9.0,-9,84.21658986199999,2,57.387682845,3,-9.0,-9,84.21658986199999,2,'-5','Central City','1980-1989','4 20-49 units','2 2BR','2 Renter','.','.','.','.','.','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','.','3 50 - 60% AMI','3 50 - 60% AMI','3 50 - 60% AMI','3 50 - 60% AMI','.','.','.','-5','-5'
28,'100028230103',54,'2','3',60060,1528,14883,24790,39658,15470,4,2007,'1',1,330000,-6,'1',1,10,2080.7475157000003,2,199974,'1',2124,1,'1',317.0,398.33333333,2908.498393,4182.812746199999,3307.1141178000003,2632.6887035,200000,-9,60060,14883,24790,39658,48048.0,21580.35,35945.5,57504.1,69669.6,0.1274565694,416.1963037,7,1292.656755,4,327.18259162,3,166.98809197,7,752.03578359,4,190.34675347,3,189.8741556,7,855.10384428,4,216.43417001,3,240.15138575,7,1081.5288289999999,4,273.74428967,3,151.15279568,7,680.72106103,4,172.29638112,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
29,'100028330103',25,'2','3',60060,1282,13025,21697,34702,12055,3,2012,'1',1,90000,-6,'1',1,6,4194.143161999999,1,99987,'1',797,1,'1',184.83333333,0.0,782.96925871,1130.5095368,891.68263818,707.74843429,100000,-9,60060,13025,21697,34702,42042.0,19351.428571,32235.542857,51557.257143,62462.4,0.0956524348,237.82645926,7,829.42347574,4,194.9824493,3,50.1401969,2,259.79900745,4,61.074045141000006,2,57.102041431,3,295.87146849,4,69.554027939,2,72.39616389,4,375.117225,4,88.183271205,2,45.32316621100001,2,234.8397957,4,55.206586138,2,'1 Adequate','-5','After 2010','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','3 GT FMR','2 30 - 50% AMI','3 50 - 60% AMI','4 60 - 80% AMI','2 30 - 50% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
30,'100028330140',41,'2','3',60060,1282,16745,27889,44618,18639,3,1985,'1',1,100000,-6,'1',1,7,2023.9955355,3,77000,'1',1275,1,'1',308.0,25.0,997.59547264,1383.7513372,1118.3881165,914.01677884,71000,-9,60060,16745,27889,44618,54054.0,19349.777778,32227.288889,51558.577778,62462.4,0.1987012987,142.45014245,7,413.11229143,4,150.15600624,3,63.88454319,4,214.08776708,4,77.815559488,2,71.619926003,4,240.01032598,4,87.23776259700001,2,88.61339540200001,5,296.95827828,4,107.93692178,3,58.53228687,3,196.15146281,3,71.296160596,2,'1 Adequate','-5','1980-1989','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 150-200% Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','3 GT FMR','2 50.1 - 100% FMR','3 GT FMR','4 60 - 80% AMI','4 60 - 80% AMI','5 80 - 100% AMI','3 50 - 60% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
31,'100028590144',50,'5','3',55846,949,15473,25764,41189,18097,3,1990,'1',1,260000,-6,'1',1,10,3570.7738754,3,86987,'1',342,1,'1',207.0,66.666666667,2001.6148954999999,3005.6201435,2315.6757695,1784.3102916999999,82423,-9,55846,15473,25764,41189,50261.4,17879.911111,29771.733333,47596.177778,58079.84,0.047179463600000006,173.06919425,7,480.67082942,4,229.15437302,3,137.85264529,7,442.41916241,4,210.91832408,3,159.48224166,7,511.83638604,4,244.01219911,3,206.99920272,7,664.33555694,4,316.71445137,3,122.88672225,7,394.38808458,4,188.02005181,3,'1 Adequate','-5','1990-1999','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
32,'100029130103',15,'2','3',62066,792,15049,25050,40074,15923,2,2004,'1',1,150000,-6,'1',1,7,3736.4474011999996,2,0,'1',351,1,'1',148.66666667,50.0,1195.5598756,1774.7936725000002,1376.7488414000002,1070.1918349,0,-9,62066,15049,25050,40074,49652.8,16930.125,28181.25,45083.25,55859.4,-1.0,0.0,1,0.0,1,0.0,1,85.612081449,5,300.33533269,4,150.95452975,3,98.586726059,5,345.85162128,4,173.83192442,3,127.09006345,7,445.84404258,4,224.09011017,3,76.634681714,4,268.8417597,4,135.12523168,3,'1 Adequate','-5','2000-2009','1 Single Family','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','1 LTE Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','1 LTE 50% FMR','5 80 - 100% AMI','5 80 - 100% AMI','7 120% AMI +','4 60 - 80% AMI','1 LTE 30% AMI','.','4 No Income','-5','-5'
33,'100029370149',54,'3','3',61329,1032,14890,24784,39652,15470,3,1980,'1',1,300000,-6,'1',1,7,2261.4454475000002,2,59987,'1',496,1,'1',163.0,58.333333333,2215.1197512,3373.5873450000004,2577.4976828000003,1964.3836699,35000,-9,61329,14890,24784,39652,49063.2,19357.0,32219.2,51547.6,63782.16,0.099221498,122.26475239999999,7,387.76341306,4,145.31734496,3,138.917826,7,572.75235973,4,214.64338675,3,161.64380026,7,666.45059672,4,249.75752740000001,3,211.56933819999998,7,872.29149193,4,326.89799855,3,123.19329856,7,507.92079376,4,190.34725483,3,'1 Adequate','-5','1980-1989','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
34,'100029430103',24,'1','3',66300,1158,15950,26550,42450,15517,3,2007,'1',1,-6,-6,'2',200,6,5081.7031825,2,9974,'1',1020,5,'2',0.0,20.0,1020.0,1020.0,1020.0,1020.0,10000,0,66300,15950,26550,42450,53040.0,20735.0,34515.0,55185.0,68952.0,1.2271906958,18.804675716,1,64.277888767,1,21.532815199,1,59.171597633000005,3,262.93742347,4,88.082901554,2,59.171597633000005,3,262.93742347,4,88.082901554,2,59.171597633000005,3,262.93742347,4,88.082901554,2,59.171597633000005,3,262.93742347,4,88.082901554,2,'1 Adequate','Central City','2000-2009','5 50+ units','3 3BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','1 LTE Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','1 LTE 50% FMR','3 50 - 60% AMI','3 50 - 60% AMI','3 50 - 60% AMI','3 50 - 60% AMI','1 LTE 30% AMI','0 Not Assisted','3 50% or More','-5','-5'
35,'100029520149',28,'1','3',66300,737,13950,23250,37150,12036,1,1990,'1',1,-6,-6,'2',60,3,3023.6699038,1,30451,'1',922,5,'2',52.0,21.0,922.0,922.0,922.0,922.0,30464,0,66300,13950,23250,37150,46410.0,14946.428571,24910.714286000002,39803.571429,49725.0,0.3633378214,65.613014437,4,252.99933533,4,103.29375848,3,74.16792358,4,306.41409106,4,125.10176391,3,74.16792358,4,306.41409106,4,125.10176391,3,74.16792358,4,306.41409106,4,125.10176391,3,74.16792358,4,306.41409106,4,125.10176391,3,'1 Adequate','Central City','1990-1999','5 50+ units','1 1BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','4 60 - 80% AMI','4 60 - 80% AMI','4 60 - 80% AMI','4 60 - 80% AMI','4 60 - 80% AMI','0 Not Assisted','2 30% to 50%','-5','-5'
36,'100029630103',24,'1','3',66300,874,15950,26550,42450,15470,2,2007,'1',1,-6,-6,'2',36,4,5756.6099595,2,51987,'1',667,4,'2',250.66666667,16.666666667,667.0,667.0,667.0,667.0,50000,0,66300,15950,26550,42450,53040.0,17943.75,29868.75,47756.25,59670.0,0.1539615673,98.014705882,5,336.05042017,4,148.70423341,3,44.712585888999996,2,172.46283129,3,76.315789474,2,44.712585888999996,2,172.46283129,3,76.315789474,2,44.712585888999996,2,172.46283129,3,76.315789474,2,44.712585888999996,2,172.46283129,3,76.315789474,2,'1 Adequate','Central City','2000-2009','4 20-49 units','2 2BR','2 Renter','3 150-200% Poverty','3 150-200% Poverty','3 150-200% Poverty','3 150-200% Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','3 GT FMR','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','5 80 - 100% AMI','0 Not Assisted','1 Less than 30%','-5','-5'
37,'100029730103',40,'2','3',62066,1217,15049,25050,40074,15452,5,2007,'1',1,150000,-6,'1',1,9,2488.4050770999997,2,24987,'1',1259,1,'1',301.83333333,37.5,1336.2265423000001,1915.4603392000001,1517.4155081,1210.8585016,25013,-9,62066,15049,25050,40074,49652.8,24078.4,40080.0,64118.4,79444.48,0.6046344099000001,50.323446008999994,2,161.70722237,3,51.329087921,2,67.278509082,4,345.90384217,4,109.79675779,3,76.401306073,4,392.80753509,4,124.68492260000001,3,96.442715173,5,495.8478745,4,157.39197528,3,60.966274893000005,4,313.45029811,4,99.49535756799999,2,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 150-200% Poverty','3 GT FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','4 60 - 80% AMI','4 60 - 80% AMI','5 80 - 100% AMI','4 60 - 80% AMI','2 30 - 50% AMI','.','3 50% or More','-5','-5'
38,'100029830103',26,'2','3',62066,1058,15049,25050,40074,15492,3,2009,'1',1,180000,-6,'1',1,6,3266.4013605,2,135387,'1',505,1,'1',96.0,205.0,1497.2718507000002,2192.352407,1714.6986097,1346.8302019,135000,-9,62066,15049,25050,40074,49652.8,19563.7,32565.0,52096.2,64548.64,0.04476057519999999,272.66740244,7,873.91556933,4,319.91257089,3,92.78409898299999,5,386.59226717,4,141.51907852,3,106.25776839,6,442.73137353,4,162.06981188,3,135.85738798,7,566.06052337,4,207.21667363,3,83.461414643,5,347.7485675,4,127.29964101,3,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','5 80 - 100% AMI','6 100 - 120% AMI','7 120% AMI +','5 80 - 100% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
39,'100029930103',50,'1','3',66300,1158,15950,26550,42450,15517,3,2008,'1',1,570000,-6,'1',1,6,1983.3733130999997,2,209801,'1',3235,1,'1',174.0,125.0,4087.1941939999997,6288.282622199999,4775.712264,3610.7956394000003,132000,-9,66300,15950,26550,42450,53040.0,20735.0,34515.0,55185.0,68952.0,0.18503248320000001,395.55241327,7,1352.0719210999998,4,452.93825561,3,237.10373559,7,1053.6042261,4,352.9528665,3,277.04561225,7,1231.091645,4,412.41038549,3,364.79189130000003,7,1621.0047359999999,4,543.02958741,3,209.46720266,7,930.79735501,4,311.81309494,3,'1 Adequate','Central City','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
40,'100032140147',86,'1','2',64362,576,13514,22496,35977,11067,1,1980,'1',1,-6,-6,'2',105,3,2045.933536,1,15048,'1',372,5,'2',0.0,10.75,372.0,372.0,372.0,372.0,0,1,64362,13514,22496,35977,45053.4,14479.285713999998,24102.857143,38546.785714,48271.5,0.2966507177,33.4003649,2,135.97180808,2,65.3125,2,30.82564246,2,134.45378151,2,64.583333333,2,30.82564246,2,134.45378151,2,64.583333333,2,30.82564246,2,134.45378151,2,64.583333333,2,30.82564246,2,134.45378151,2,64.583333333,2,'1 Adequate','Central City','1980-1989','5 50+ units','1 1BR','2 Renter','2 100-150% Poverty','2 100-150% Poverty','2 100-150% Poverty','2 100-150% Poverty','2 100-150% Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','1 Assisted','1 Less than 30%','-5','-5'
41,'100032550147',60,'1','2',64362,1209,17361,28908,46243,18070,4,1990,'1',1,160000,-6,'1',1,8,3321.5322178,3,113974,'1',881,1,'1',241.16666667,75.0,1379.5194229,1997.3688061999999,1572.7876531,1245.7935128,69000,-9,64362,17361,28908,46243,57925.8,22376.4,37259.2,59602.088889,74659.92,0.0927579974,196.75861188,7,630.73602656,4,235.67824648,3,73.909504478,4,305.37231276,4,114.10417063,3,84.264095276,5,348.15443344,4,130.08996303,3,107.01156959,6,442.14030022,4,165.20833799,3,66.744969071,4,275.77056177,4,103.04330131,3,'1 Adequate','Central City','1990-1999','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','4 60 - 80% AMI','5 80 - 100% AMI','6 100 - 120% AMI','4 60 - 80% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
42,'100042130103',39,'4','4',56545,1058,12479,20793,33210,12019,3,2006,'1',1,210000,-6,'1',1,5,2660.8596351,1,41922,'1',1037,1,'1',176.16666667,52.833333333,1624.6504925000002,2435.5778081999997,1878.3150446,1449.1352356,41912,-9,56545,12479,20793,33210,39581.5,18540.228571,30892.457143,49340.571429,58806.8,0.296836983,105.91311598,6,348.79773692,4,99.059546314,2,110.50766187,6,540.69406524,4,153.55864769,3,127.76175848,7,625.11524907,4,177.53450327,3,165.66640648,7,810.57585762,4,230.20584198,3,98.56922910799999,5,482.28146619999995,4,136.96930393,3,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','6 100 - 120% AMI','7 120% AMI +','7 120% AMI +','5 80 - 100% AMI','6 100 - 120% AMI','.','1 Less than 30%','West','-5'
43,'100043750145',34,'3','4',67676,1210,15810,26347,41578,12005,2,1985,'1',1,-6,-6,'2',1,4,3096.0046436000002,1,39987,'1',533,1,'2',33.0,0.0,533.0,533.0,533.0,533.0,40000,0,67676,15810,26347,41578,47373.2,20327.142857,33874.714286,53457.428571,60908.4,0.1599519844,84.408484122,4,333.08621408,4,82.617768595,2,35.003382128,2,177.59266972,3,44.049586776999995,1,35.003382128,2,177.59266972,3,44.049586776999995,1,35.003382128,2,177.59266972,3,44.049586776999995,1,35.003382128,2,177.59266972,3,44.049586776999995,1,'1 Adequate','-5','1980-1989','1 Single Family','2 2BR','2 Renter','3 150-200% Poverty','3 150-200% Poverty','3 150-200% Poverty','3 150-200% Poverty','4 200%+ Poverty','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','2 50.1 - 100% FMR','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','4 60 - 80% AMI','0 Not Assisted','1 Less than 30%','West','-5'
44,'100045940142',64,'1','4',91600,1574,24750,41250,58000,18070,3,1990,'1',1,650000,-6,'1',1,6,3996.4781519000003,3,157961,'1',639,1,'1',234.83333333,16.666666667,4571.3705721,7081.383692,5356.522757199999,4028.1090625,158000,-9,91600,24750,41250,58000,82440.0,28600.0,47666.666667000005,67022.222222,95264.0,0.0485436279,191.6072295,7,874.1615937999999,4,250.89104193,3,191.94535489,7,1011.9248638,4,290.43015071,3,224.91277953,7,1185.7272289999999,4,340.31275459,3,297.33723934,7,1567.5448127999998,4,449.89731207,3,169.13457602,7,891.66775041,4,255.91544234,3,'1 Adequate','Central City','1990-1999','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','West','-5'
45,'100048700148',52,'3','3',73559,1251,22162,36930,54352,23931,3,1990,'1',1,200000,-6,'1',1,7,4410.105187300001,4,125961,'1',1858,1,'1',258.0,58.333333333,1645.5242786,2417.8360078,1887.1095662999999,1478.3668910000001,86000,-9,73559,22162,36930,54352,73559.0,23048.48,38407.2,56526.08,76501.36,0.1770071689,171.23805381,7,526.35075843,4,251.7206235,3,86.038955575,5,275.04480024,4,131.53671292,3,98.67064148,5,315.42510824,4,150.84808684,3,126.42055032,7,404.13455481,4,193.27226281,3,77.298855394,5,247.10490845,4,118.17481143,3,'1 Adequate','-5','1990-1999','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','5 80 - 100% AMI','5 80 - 100% AMI','7 120% AMI +','5 80 - 100% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
46,'100049180149',71,'1','3',55926,1025,13410,22346,35736,13948,3,1990,'1',1,350000,-6,'1',1,7,4946.8685849,2,32400,'1',1533,1,'1',666.75,183.33333333,3176.1674875999997,4527.7130136000005,3598.9417411,2883.6420593000003,0,-9,55926,13410,22346,35736,44740.8,17433.0,29049.8,46456.8,58163.04,0.5677777778,72.41712262600001,4,232.29136794,4,79.024390244,2,218.4320137,7,910.85961788,4,309.86999879,3,247.50712762,7,1032.1025928,4,351.11626742,3,311.38076783,7,1298.4551229,4,441.72809889,3,198.31439755,7,826.9693316,4,281.33093261,3,'1 Adequate','Central City','1990-1999','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','4 60 - 80% AMI','.','3 50% or More','-5','-5'
47,'100052130241',34,'3','1',95481,1087,20084,33444,45819,12019,1,1985,'1',1,-6,-6,'3',1,3,1366.171372,1,35987,'1',0,1,'2',0.0,0.0,0.0,0.0,0.0,0.0,36000,0,95481,20084,33444,45819,66836.7,21518.571429,35832.857143,49091.785714,71610.75,0.0,53.843172986999996,3,299.41758882,4,82.766789328,2,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,'1 Adequate','-5','1980-1989','1 Single Family','1 1BR','2 Renter','1 LTE Poverty','1 LTE Poverty','1 LTE Poverty','1 LTE Poverty','4 200%+ Poverty','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','2 50.1 - 100% FMR','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','3 50 - 60% AMI','0 Not Assisted','1 Less than 30%','-5','-5'
48,'100052740140',72,'3','1',73738,1336,17971,29952,46076,13948,4,1985,'1',1,200000,-6,'1',1,8,2483.8236953,2,100000,'1',1004,1,'1',154.0,50.0,1533.1909453,2305.5026745,1774.7762329999998,1366.0335576999998,0,-9,73738,17971,29952,46076,58990.4,26057.95,43430.4,66810.2,85536.08,0.12047999999999999,169.51910819,7,716.94866648,4,187.12574850000001,3,71.69797565100001,4,439.68768147,4,114.75980129,3,82.995443934,5,508.96938141,4,132.84253241,3,107.81427788,6,661.17082721,4,172.56756545,3,63.881045645,4,391.75037502,4,102.24802078,3,'1 Adequate','-5','1980-1989','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','4 60 - 80% AMI','5 80 - 100% AMI','6 100 - 120% AMI','4 60 - 80% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
49,'100053430103',34,'1','1',63000,1474,27850,46400,74200,28229,2,2007,'1',1,850000,-6,'1',1,4,1491.7412597,5,220761,'3',5435,1,'1',310.0,66.666666667,6025.7281841,9308.0530331,7052.4656568,5315.3092868,220800,-9,63000,27850,46400,74200,68040.0,23208.333333000002,38666.666667000005,61833.333333,56700.0,0.29543261719999997,324.45767196,7,782.0362039,4,374.42503392,3,425.09546272,7,853.83516017,4,408.80109797,3,497.52844139999996,7,999.32206693,4,478.45764293,3,656.6527712999999,7,1318.9348589,4,631.4825667,3,374.97772747,7,753.17004312,4,360.60442923,3,'3 Severely Indadequa','Central City','2000-2009','1 Single Family','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
